country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","09-12-2025 21:00:00",28.656756,77.227234,NO2,48,81,63
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","09-12-2025 21:00:00",28.656756,77.227234,CO,48,88,59
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","09-12-2025 21:00:00",28.498571,77.264840,PM10,151,293,199
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","09-12-2025 21:00:00",28.498571,77.264840,NO2,80,123,97
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","09-12-2025 21:00:00",28.5627763,77.1180053,NO2,43,109,84
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-12-2025 21:00:00",28.542460,77.191651,NO2,40,69,55
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","09-12-2025 21:00:00",28.542460,77.191651,CO,10,50,21
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","09-12-2025 21:00:00",28.563262,77.186937,OZONE,19,178,100
India,Delhi,Delhi,"Rohini, Delhi - DPCC","09-12-2025 21:00:00",28.732528,77.119920,CO,20,104,46
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","09-12-2025 21:00:00",28.5504249,77.2159377,PM10,136,412,218
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","09-12-2025 21:00:00",28.5504249,77.2159377,NO2,42,62,50
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","09-12-2025 21:00:00",28.5504249,77.2159377,SO2,19,31,25
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","09-12-2025 21:00:00",28.674045,77.131023,OZONE,5,67,41
India,Delhi,Delhi,"Pusa, Delhi - DPCC","09-12-2025 21:00:00",28.639652,77.146275,CO,46,112,78
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB","09-12-2025 21:00:00",28.806223,76.141105,PM2.5,214,378,248
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","09-12-2025 21:00:00",28.593883,76.270653,PM10,107,240,140
India,Haryana,"Charkhi Dadri","Mini Secretariat, Charkhi Dadri - HSPCB","09-12-2025 21:00:00",28.593883,76.270653,OZONE,13,17,15
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","09-12-2025 21:00:00",28.206800,76.799700,SO2,NA,NA,NA
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB","09-12-2025 21:00:00",28.206800,76.799700,CO,NA,NA,NA
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","09-12-2025 21:00:00",28.39072,77.30059,NO2,23,27,25
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","09-12-2025 21:00:00",28.39072,77.30059,NH3,11,12,11
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB","09-12-2025 21:00:00",28.39072,77.30059,CO,11,13,12
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","09-12-2025 21:00:00",28.360699,76.936090,PM2.5,111,304,234
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","09-12-2025 21:00:00",28.360699,76.936090,NH3,11,13,12
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB","09-12-2025 21:00:00",28.360699,76.936090,OZONE,6,8,7
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","09-12-2025 21:00:00",28.060249,76.113115,NH3,20,35,28
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB","09-12-2025 21:00:00",28.060249,76.113115,OZONE,16,86,55
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","09-12-2025 21:00:00",28.1485564,77.3320667,CO,16,42,29
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB","09-12-2025 21:00:00",28.1485564,77.3320667,OZONE,24,25,24
India,Haryana,Panchgaon,"Amity University, Panchgaon - IITM","09-12-2025 21:00:00",28.3153,76.9143,PM2.5,81,202,135
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","09-12-2025 21:00:00",30.7057778,76.8531805555555,PM2.5,63,245,112
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB","09-12-2025 21:00:00",29.432304,76.972765,PM10,110,155,127
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","09-12-2025 21:00:00",28.52123,76.37138,CO,52,58,56
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","09-12-2025 21:00:00",28.52123,76.37138,OZONE,25,26,25
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","09-12-2025 21:00:00",29.536400,75.015800,PM10,47,112,84
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","09-12-2025 21:00:00",29.027200,77.062100,PM2.5,126,401,287
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB","09-12-2025 21:00:00",29.027200,77.062100,NH3,17,44,23
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","09-12-2025 21:00:00",23.041137,72.456691,NO2,24,56,41
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","09-12-2025 21:00:00",23.041137,72.456691,OZONE,1,58,36
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","09-12-2025 21:00:00",23.023389,72.515201,SO2,6,29,12
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","09-12-2025 21:00:00",23.076793,72.627874,PM2.5,38,76,55
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM","09-12-2025 21:00:00",23.076793,72.627874,NO2,21,127,63
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","09-12-2025 21:00:00",21.613267,73.010555,PM10,81,162,130
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","09-12-2025 21:00:00",28.4227,77.0667,NO2,4,10,6
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","09-12-2025 21:00:00",28.4227,77.0667,SO2,1,8,3
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB","09-12-2025 21:00:00",28.4501238,77.0263051,PM2.5,156,228,176
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","09-12-2025 21:00:00",29.140560,75.744941,PM2.5,26,76,53
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","09-12-2025 21:00:00",29.140560,75.744941,PM10,98,133,119
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB","09-12-2025 21:00:00",29.140560,75.744941,NO2,19,20,19
India,Haryana,Jind,"Police Lines, Jind - HSPCB","09-12-2025 21:00:00",29.307814,76.337619,NO2,32,50,43
India,Haryana,Jind,"Police Lines, Jind - HSPCB","09-12-2025 21:00:00",29.307814,76.337619,NH3,1,3,2
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","09-12-2025 21:00:00",27.9002,76.9938,PM2.5,47,307,101
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB","09-12-2025 21:00:00",27.9002,76.9938,NO2,20,23,21
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","09-12-2025 21:00:00",21.613267,73.010555,OZONE,48,53,49
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association","09-12-2025 21:00:00",22.410802,73.097923,SO2,NA,NA,NA
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","09-12-2025 21:00:00",20.362421,72.918013,NO2,1,14,8
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB","09-12-2025 21:00:00",28.4417,77.3217,NO2,36,39,38
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","09-12-2025 21:00:00",28.422681,77.148944,PM10,138,290,200
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","09-12-2025 21:00:00",28.422681,77.148944,CO,8,43,23
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","09-12-2025 21:00:00",30.379589,76.778328,SO2,31,32,31
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","09-12-2025 21:00:00",28.6701,76.9254,NO2,12,14,13
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","09-12-2025 21:00:00",28.6701,76.9254,OZONE,15,18,17
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","09-12-2025 21:00:00",12.21041,76.37376,NH3,3,7,5
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","09-12-2025 21:00:00",12.21041,76.37376,CO,3,40,19
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-12-2025 21:00:00",13.940000,75.555917,PM10,32,52,45
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-12-2025 21:00:00",13.940000,75.555917,NH3,2,3,2
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-12-2025 21:00:00",13.940000,75.555917,SO2,2,6,4
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","09-12-2025 21:00:00",13.940000,75.555917,CO,9,24,22
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB","09-12-2025 21:00:00",16.7602,77.1428,PM10,50,132,99
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","09-12-2025 21:00:00",10.073232,76.302765,SO2,1,1,1
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","09-12-2025 21:00:00",11.875000,75.373200,PM2.5,49,53,51
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","09-12-2025 21:00:00",12.921418,77.502466,PM2.5,49,81,52
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","09-12-2025 21:00:00",12.921418,77.502466,NH3,2,3,3
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB","09-12-2025 21:00:00",12.921418,77.502466,CO,34,87,43
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","09-12-2025 21:00:00",12.990328,77.5431385,PM10,54,57,54
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB","09-12-2025 21:00:00",12.990328,77.5431385,NO2,15,22,21
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","09-12-2025 21:00:00",13.0246342,77.5080115,PM2.5,70,111,88
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB","09-12-2025 21:00:00",13.0246342,77.5080115,CO,47,60,51
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","09-12-2025 21:00:00",12.917348,77.622813,PM10,70,336,151
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB","09-12-2025 21:00:00",12.917348,77.622813,SO2,6,9,8
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","09-12-2025 21:00:00",11.875000,75.373200,SO2,8,9,8
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","09-12-2025 21:00:00",11.875000,75.373200,CO,15,16,16
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","09-12-2025 21:00:00",8.8787,76.6073,SO2,2,3,2
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","09-12-2025 21:00:00",8.563700,76.886500,NO2,6,7,6
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB","09-12-2025 21:00:00",8.563700,76.886500,OZONE,36,37,36
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","09-12-2025 21:00:00",8.5149093,76.9435879,NO2,8,45,21
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","09-12-2025 21:00:00",10.532400,76.215900,CO,19,34,27
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","09-12-2025 21:00:00",15.3714823,75.1160168,CO,12,24,20
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","09-12-2025 21:00:00",17.321993,76.822628,NO2,12,12,12
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB","09-12-2025 21:00:00",17.336318,76.847397,NO2,9,19,13
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB","09-12-2025 21:00:00",15.347630,76.181767,NO2,33,37,35
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","09-12-2025 21:00:00",12.415911,75.735050,SO2,7,8,7
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","09-12-2025 21:00:00",12.938539,77.590100,PM2.5,35,72,52
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB","09-12-2025 21:00:00",12.920984,77.584908,NH3,1,2,1
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","09-12-2025 21:00:00",12.7816279,77.6299145,PM10,53,405,150
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB","09-12-2025 21:00:00",13.003872,77.664217,NO2,NA,NA,NA
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB","09-12-2025 21:00:00",13.0270199,77.494094,PM2.5,18,52,33
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","09-12-2025 21:00:00",12.9135218,77.5950804,PM2.5,73,121,93
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","09-12-2025 21:00:00",12.9352049,77.6814488,OZONE,23,83,33
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","09-12-2025 21:00:00",12.9756843,77.5660749,SO2,12,20,16
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","09-12-2025 21:00:00",13.029152,77.585901,PM10,64,118,93
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","09-12-2025 21:00:00",13.029152,77.585901,OZONE,7,12,8
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","09-12-2025 21:00:00",30.943887,76.801991,SO2,36,118,67
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","09-12-2025 21:00:00",30.943887,76.801991,CO,47,101,75
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","09-12-2025 21:00:00",30.943887,76.801991,OZONE,16,185,113
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","09-12-2025 21:00:00",34.066206,74.819820,PM2.5,46,144,65
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","09-12-2025 21:00:00",34.066206,74.819820,OZONE,1,4,2
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","09-12-2025 21:00:00",23.210494,77.425409,PM10,46,406,150
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","09-12-2025 21:00:00",23.210494,77.425409,CO,12,105,52
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","09-12-2025 21:00:00",23.233584,77.400574,OZONE,6,159,87
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB","09-12-2025 21:00:00",13.328028,75.797056,CO,8,11,11
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","09-12-2025 21:00:00",23.8640158,78.80289321,PM2.5,8,258,81
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","09-12-2025 21:00:00",24.58434363,80.8549414,PM2.5,43,45,44
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","09-12-2025 21:00:00",24.58434363,80.8549414,NO2,12,13,12
India,"Madhya Pradesh",Satna,"Bandhavgar Colony, Satna - Birla Cement","09-12-2025 21:00:00",24.58434363,80.8549414,OZONE,3,42,20
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","09-12-2025 21:00:00",24.108970,82.645580,NH3,10,19,13
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","09-12-2025 21:00:00",19.10122,74.73339,NH3,6,32,17
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","09-12-2025 21:00:00",20.719516,77.000253,PM10,34,115,86
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","09-12-2025 21:00:00",23.163174,79.973061,PM10,28,74,47
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","09-12-2025 21:00:00",23.163174,79.973061,SO2,13,16,15
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-12-2025 21:00:00",23.142888,79.916147,PM10,45,110,74
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-12-2025 21:00:00",23.142888,79.916147,NO2,20,80,37
India,"Madhya Pradesh",Jabalpur,"Gupteshwar, Jabalpur - JMC","09-12-2025 21:00:00",23.142888,79.916147,NH3,5,9,7
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","09-12-2025 21:00:00",23.168606,79.932247,PM10,62,432,128
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","09-12-2025 21:00:00",23.168606,79.932247,NO2,6,60,21
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","09-12-2025 21:00:00",23.218135,79.957770,PM2.5,30,210,88
India,"Madhya Pradesh",Jabalpur,"Suhagi, Jabalpur - JMC","09-12-2025 21:00:00",23.218135,79.957770,NH3,1,4,3
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB","09-12-2025 21:00:00",19.8389439,75.244448,CO,6,114,29
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-12-2025 21:00:00",19.863756,75.321188,PM2.5,68,287,169
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-12-2025 21:00:00",19.863756,75.321188,NH3,2,5,4
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB","09-12-2025 21:00:00",19.863756,75.321188,OZONE,11,97,64
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","09-12-2025 21:00:00",19.0243902,73.0406721,PM2.5,55,133,86
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","09-12-2025 21:00:00",19.309073,73.057223,PM2.5,22,193,126
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","09-12-2025 21:00:00",19.309073,73.057223,PM10,64,172,139
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","09-12-2025 21:00:00",22.9682591,76.064118,SO2,11,60,45
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","09-12-2025 21:00:00",26.203442,78.193251,NH3,2,5,3
India,"Madhya Pradesh",Gwalior,"City Center, Gwalior - MPPCB","09-12-2025 21:00:00",26.203442,78.193251,SO2,15,24,18
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","09-12-2025 21:00:00",26.259242,78.216432,NO2,14,110,52
India,"Madhya Pradesh",Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB","09-12-2025 21:00:00",26.259242,78.216432,CO,12,118,47
India,"Madhya Pradesh",Gwalior,"Maharaj Bada, Gwalior - MPPCB","09-12-2025 21:00:00",26.200388,78.147714,OZONE,4,23,13
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","09-12-2025 21:00:00",19.786089,72.757971,PM10,47,111,73
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","09-12-2025 21:00:00",19.786089,72.757971,NH3,4,14,6
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","09-12-2025 21:00:00",19.786089,72.757971,CO,1,65,32
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","09-12-2025 21:00:00",19.786089,72.757971,OZONE,30,31,31
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","09-12-2025 21:00:00",19.962900,79.298714,NO2,30,32,31
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","09-12-2025 21:00:00",19.9775302,79.2337086,PM2.5,64,306,183
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB","09-12-2025 21:00:00",19.9775302,79.2337086,NH3,2,14,7
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","09-12-2025 21:00:00",23.50016,80.23284,PM10,39,293,113
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","09-12-2025 21:00:00",23.50016,80.23284,CO,14,126,54
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","09-12-2025 21:00:00",22.624758,75.675238,NO2,25,39,33
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","09-12-2025 21:00:00",23.331731,75.045981,PM2.5,10,164,63
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-12-2025 21:00:00",20.9402359,77.7895248,PM2.5,20,74,46
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","09-12-2025 21:00:00",20.9402359,77.7895248,NO2,10,39,23
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB","09-12-2025 21:00:00",20.939198,77.765701,NH3,1,24,6
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","09-12-2025 21:00:00",19.875620,75.387310,CO,7,98,40
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","09-12-2025 21:00:00",22.7524,75.8872,PM10,17,91,46
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","09-12-2025 21:00:00",22.7524,75.8872,NO2,2,2,2
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","09-12-2025 21:00:00",22.6780,75.8559,PM2.5,20,205,68
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","09-12-2025 21:00:00",22.6780,75.8559,PM10,17,114,53
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","09-12-2025 21:00:00",22.7084,75.8815,PM2.5,15,104,43
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","09-12-2025 21:00:00",21.001264,75.565602,NH3,2,3,3
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","09-12-2025 21:00:00",19.854616,75.905894,PM2.5,33,99,56
India,Maharashtra,Jalna,"Old MIDC, Jalna - MPCB","09-12-2025 21:00:00",19.854616,75.905894,NO2,9,27,17
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","09-12-2025 21:00:00",19.060498,72.923356,PM2.5,17,309,123
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","09-12-2025 21:00:00",19.000083,72.813993,NO2,48,106,83
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","09-12-2025 21:00:00",19.000083,72.813993,OZONE,3,73,53
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","09-12-2025 21:00:00",19.047000,72.874600,CO,6,15,8
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","09-12-2025 21:00:00",19.047000,72.874600,OZONE,4,12,6
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","09-12-2025 21:00:00",19.10861,72.83622,NO2,11,11,11
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","09-12-2025 21:00:00",19.10861,72.83622,SO2,48,51,50
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","09-12-2025 21:00:00",18.9936162,72.8128113,PM10,74,116,97
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","09-12-2025 21:00:00",18.9936162,72.8128113,NO2,3,16,7
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","09-12-2025 21:00:00",19.1878657,72.8304069,OZONE,2,73,40
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","09-12-2025 21:00:00",19.1750,72.9419,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","09-12-2025 21:00:00",18.897756,72.813320,PM2.5,16,93,57
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","09-12-2025 21:00:00",18.897756,72.813320,NO2,40,184,115
India,Maharashtra,Mumbai,"Navy Nagar-Colaba, Mumbai - IITM","09-12-2025 21:00:00",18.897756,72.813320,CO,2,78,27
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","09-12-2025 21:00:00",19.137500,72.915056,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","09-12-2025 21:00:00",19.000084,72.856730,NO2,1,21,6
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","09-12-2025 21:00:00",19.000084,72.856730,CO,1,164,34
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB","09-12-2025 21:00:00",19.2243333,72.8658113,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","09-12-2025 21:00:00",18.9767,72.8380,PM10,9,167,134
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC","09-12-2025 21:00:00",18.9767,72.8380,CO,8,124,43
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","09-12-2025 21:00:00",19.11074,72.86084,PM2.5,43,107,71
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","09-12-2025 21:00:00",19.0364585,72.8954371,NH3,1,8,2
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","09-12-2025 21:00:00",19.0364585,72.8954371,SO2,2,21,11
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","09-12-2025 21:00:00",19.0364585,72.8954371,CO,29,90,43
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","09-12-2025 21:00:00",20.555712,74.529236,PM10,NA,NA,NA
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","09-12-2025 21:00:00",20.555712,74.529236,CO,16,111,72
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","09-12-2025 21:00:00",19.296481,72.840923,NO2,22,97,58
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","09-12-2025 21:00:00",19.065931,72.862131,OZONE,1,83,37
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","09-12-2025 21:00:00",19.23241,72.86895,PM10,59,124,87
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","09-12-2025 21:00:00",18.9936162,72.8128113,OZONE,20,20,20
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB","09-12-2025 21:00:00",21.121801,79.04952,PM2.5,39,85,69
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","09-12-2025 21:00:00",21.14472,79.107595,NO2,19,85,45
India,Maharashtra,Nagpur,"Mahal, Nagpur - MPCB","09-12-2025 21:00:00",21.14472,79.107595,SO2,2,80,32
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","09-12-2025 21:00:00",21.152875,79.0517531,SO2,1,29,13
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB","09-12-2025 21:00:00",21.152875,79.0517531,OZONE,3,49,26
