country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","09-12-2025 21:00:00",26.730136,83.433859,SO2,34,36,35
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-12-2025 21:00:00",28.47272,77.482000,PM2.5,76,301,206
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-12-2025 21:00:00",28.47272,77.482000,SO2,13,23,17
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-12-2025 21:00:00",28.47272,77.482000,CO,17,89,54
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - V, Greater Noida - UPPCB","09-12-2025 21:00:00",28.557054,77.453663,NO2,84,143,104
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","09-12-2025 21:00:00",28.964949,77.278761,PM10,110,289,158
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","09-12-2025 21:00:00",28.964949,77.278761,NO2,20,61,30
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","09-12-2025 21:00:00",28.359581,79.414455,PM2.5,24,90,43
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","09-12-2025 21:00:00",28.359581,79.414455,CO,56,113,75
India,Uttar_Pradesh,Bareilly,"Rajendra Nagar, Bareilly - UPPCB","09-12-2025 21:00:00",28.38910936,79.42963708,CO,8,45,18
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","09-12-2025 21:00:00",28.406963,77.849831,PM2.5,81,297,184
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-12-2025 21:00:00",26.509954,80.249612,CO,31,57,37
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.4703136,80.3229863,PM10,26,121,61
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-12-2025 21:00:00",28.2348927,77.8683002,PM2.5,72,282,174
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-12-2025 21:00:00",28.2348927,77.8683002,PM10,113,203,157
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-12-2025 21:00:00",26.868120,81.005119,PM2.5,76,259,146
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-12-2025 21:00:00",26.868120,81.005119,SO2,10,12,10
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB","09-12-2025 21:00:00",27.168897,78.376960,PM2.5,NA,NA,NA
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","09-12-2025 21:00:00",27.1594,78.3953,PM10,48,114,80
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.646233,77.358075,PM10,164,355,242
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.757294,77.278792,PM2.5,95,424,328
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.757294,77.278792,NO2,25,127,69
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","09-12-2025 21:00:00",28.757294,77.278792,CO,33,112,70
India,Uttar_Pradesh,Lucknow,"Gomti Nagar, Lucknow - UPPCB","09-12-2025 21:00:00",26.868120,81.005119,OZONE,24,37,34
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-12-2025 21:00:00",26.906111,80.948222,NO2,25,32,28
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-12-2025 21:00:00",26.906111,80.948222,OZONE,10,79,57
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB","09-12-2025 21:00:00",26.90723,80.98579,OZONE,8,32,20
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB","09-12-2025 21:00:00",26.83399722,80.8917361,NH3,9,13,11
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","09-12-2025 21:00:00",28.725645,77.749675,CO,8,14,10
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","09-12-2025 21:00:00",25.4547,78.6039,PM10,27,116,54
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB","09-12-2025 21:00:00",25.4547,78.6039,NH3,4,4,4
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-12-2025 21:00:00",26.428282,80.327067,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-12-2025 21:00:00",26.509954,80.249612,PM2.5,23,99,73
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","09-12-2025 21:00:00",23.8175497,91.2726974,NH3,1,4,2
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB","09-12-2025 21:00:00",27.23711,78.01936,NO2,29,30,29
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","09-12-2025 21:00:00",27.106972,78.000111,PM10,67,173,109
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB","09-12-2025 21:00:00",27.106972,78.000111,NH3,5,7,6
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","09-12-2025 21:00:00",27.19865833,78.00598056,NO2,5,18,9
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","09-12-2025 21:00:00",27.169338,78.03582,CO,20,100,44
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","09-12-2025 21:00:00",27.19862,77.92066,NH3,3,3,3
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","09-12-2025 21:00:00",27.19862,77.92066,CO,17,33,22
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB","09-12-2025 21:00:00",22.554954,88.292568,NO2,6,13,10
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","09-12-2025 21:00:00",22.6025571,88.3105664,PM2.5,NA,NA,NA
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","09-12-2025 21:00:00",22.6025571,88.3105664,PM10,NA,NA,NA
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB","09-12-2025 21:00:00",22.6025571,88.3105664,SO2,4,39,13
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","09-12-2025 21:00:00",22.611968,88.347422,PM10,8,436,162
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","09-12-2025 21:00:00",22.611968,88.347422,NO2,21,37,26
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB","09-12-2025 21:00:00",22.611968,88.347422,SO2,11,17,14
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB","09-12-2025 21:00:00",22.5687319,88.2797276,PM2.5,86,347,232
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","09-12-2025 21:00:00",22.5367507,88.3638022,PM2.5,10,381,283
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","09-12-2025 21:00:00",23.6181830,87.1057180,NH3,1,2,1
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","09-12-2025 21:00:00",23.6181830,87.1057180,SO2,5,11,7
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","09-12-2025 21:00:00",23.6181830,87.1057180,OZONE,7,60,33
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-12-2025 21:00:00",23.616515,87.119133,PM2.5,128,313,268
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB","09-12-2025 21:00:00",23.616515,87.119133,CO,27,80,44
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB","09-12-2025 21:00:00",22.7605581,88.3617589,OZONE,3,11,5
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","09-12-2025 21:00:00",23.567923,87.306843,CO,52,108,83
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB","09-12-2025 21:00:00",23.567923,87.306843,OZONE,19,111,66
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","09-12-2025 21:00:00",30.269444,78.044167,SO2,2,2,2
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB","09-12-2025 21:00:00",30.269444,78.044167,CO,37,42,39
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","09-12-2025 21:00:00",29.2124114,78.9611753,NO2,9,44,17
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB","09-12-2025 21:00:00",29.2124114,78.9611753,CO,34,42,36
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB","09-12-2025 21:00:00",23.685297,86.945968,PM2.5,71,312,242
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB","09-12-2025 21:00:00",23.6181830,87.1057180,PM2.5,196,394,321
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","09-12-2025 21:00:00",28.88528,78.73880,PM2.5,88,304,124
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","09-12-2025 21:00:00",28.88528,78.73880,PM10,101,178,119
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","09-12-2025 21:00:00",28.88528,78.73880,NO2,16,16,16
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","09-12-2025 21:00:00",28.88528,78.73880,NH3,4,4,4
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","09-12-2025 21:00:00",28.856664,78.772638,NH3,6,15,7
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.849399,78.742362,SO2,2,67,20
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB","09-12-2025 21:00:00",22.5367507,88.3638022,OZONE,5,47,22
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB","09-12-2025 21:00:00",22.58157048,88.41002457,PM10,118,270,204
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB","09-12-2025 21:00:00",22.49929,88.36917,SO2,8,10,9
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","09-12-2025 21:00:00",22.627847,88.380669,PM2.5,154,313,235
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB","09-12-2025 21:00:00",22.627847,88.380669,CO,50,103,66
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","09-12-2025 21:00:00",28.569230,77.393848,NH3,14,20,18
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB","09-12-2025 21:00:00",25.425602,81.917152,CO,21,56,31
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB","09-12-2025 21:00:00",25.494,81.863,NO2,12,12,12
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","09-12-2025 21:00:00","25.44919916 ","81.82735986 ",NO2,5,5,5
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB","09-12-2025 21:00:00","25.44919916 ","81.82735986 ",SO2,16,41,30
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","09-12-2025 21:00:00",28.802625,78.753728,CO,41,62,53
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","09-12-2025 21:00:00",28.5447608,77.3231257,CO,24,106,51
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","09-12-2025 21:00:00",28.6245479,77.3577104,PM2.5,65,350,252
India,Uttar_Pradesh,Noida,"Sector-116, Noida - UPPCB","09-12-2025 21:00:00",28.569230,77.393848,PM10,178,257,213
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","09-12-2025 21:00:00",25.301778,82.996789,PM2.5,66,262,103
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB","09-12-2025 21:00:00",25.301778,82.996789,CO,19,103,28
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB","09-12-2025 21:00:00",25.262326,82.995408,NH3,2,8,3
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB","09-12-2025 21:00:00",25.32393,82.99687,PM2.5,61,217,107
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB","09-12-2025 21:00:00",22.06047,88.109737,SO2,14,20,16
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB","09-12-2025 21:00:00",22.629801,88.352017,CO,30,106,54
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB","09-12-2025 21:00:00",22.51106,88.35142,NH3,9,52,19
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB","09-12-2025 21:00:00",22.5448082,88.3403691,NH3,4,5,4
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB","09-12-2025 21:00:00",26.6879226,88.4152495,PM10,43,179,85
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","09-12-2025 21:00:00",25.5626095,84.663264,PM2.5,98,333,251
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","09-12-2025 21:00:00",25.5626095,84.663264,PM10,64,290,178
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","09-12-2025 21:00:00",24.75746,84.366208,NO2,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","09-12-2025 21:00:00",24.75746,84.366208,NH3,NA,NA,NA
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","09-12-2025 21:00:00",24.75746,84.366208,CO,101,102,102
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","09-12-2025 21:00:00",25.42742023,86.13886079,NH3,4,7,6
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","09-12-2025 21:00:00",25.42742023,86.13886079,SO2,2,113,38
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","09-12-2025 21:00:00",26.80365,84.51954,PM10,39,182,119
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","09-12-2025 21:00:00",26.80365,84.51954,NO2,7,12,8
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","09-12-2025 21:00:00",25.697189,85.245900,PM2.5,123,328,216
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","09-12-2025 21:00:00",25.697189,85.245900,NH3,6,13,9
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","09-12-2025 21:00:00",25.560083,87.553265,PM2.5,65,293,188
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","09-12-2025 21:00:00",25.560083,87.553265,PM10,60,151,118
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","09-12-2025 21:00:00",26.0881305,87.93840336,PM2.5,37,47,43
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","09-12-2025 21:00:00",26.0881305,87.93840336,PM10,35,195,146
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","09-12-2025 21:00:00",26.0881305,87.93840336,NH3,3,3,3
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB","09-12-2025 21:00:00",27.308328,84.531742,PM10,17,202,87
India,"Andaman and Nicobar","Sri Vijaya Puram","Police Line, Sri Vijaya Puram - ANPCC","09-12-2025 21:00:00",11.654054,92.734055,CO,14,26,16
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2025 21:00:00",16.5150833,80.5181667,PM10,106,290,170
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","09-12-2025 21:00:00",16.5150833,80.5181667,CO,20,78,37
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","09-12-2025 21:00:00",14.675886,77.593027,PM2.5,41,302,125
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","09-12-2025 21:00:00",14.675886,77.593027,PM10,41,168,96
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","09-12-2025 21:00:00",14.675886,77.593027,CO,21,36,29
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","09-12-2025 21:00:00",26.10887,91.589544,SO2,6,25,15
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","09-12-2025 21:00:00",26.10887,91.589544,CO,22,50,32
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","09-12-2025 21:00:00",26.187500,91.744194,PM10,28,107,79
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","09-12-2025 21:00:00",26.187500,91.744194,CO,10,88,37
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","09-12-2025 21:00:00",26.181742,91.78063,PM2.5,18,351,174
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA","09-12-2025 21:00:00",26.349082,92.68449,PM10,66,121,104
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","09-12-2025 21:00:00",13.615387,79.409230,SO2,12,19,15
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","09-12-2025 21:00:00",16.486692,80.699436,SO2,7,25,17
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB","09-12-2025 21:00:00",16.486692,80.699436,OZONE,17,137,70
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","09-12-2025 21:00:00",16.509717,80.612222,PM2.5,68,135,90
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","09-12-2025 21:00:00",16.554731,80.649110,PM10,47,77,56
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","09-12-2025 21:00:00",16.554731,80.649110,NO2,14,22,17
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB","09-12-2025 21:00:00",17.72,83.3,SO2,16,73,39
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","09-12-2025 21:00:00",27.103358,93.679645,PM2.5,14,352,124
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","09-12-2025 21:00:00",26.071318,91.87488,CO,24,60,50
India,Assam,Guwahati,"IITG, Guwahati - PCBA","09-12-2025 21:00:00",26.2028636,91.70046436,PM10,NA,NA,NA
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","09-12-2025 21:00:00",25.251013,86.989001,NO2,7,12,9
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB","09-12-2025 21:00:00",25.251013,86.989001,NH3,1,1,1
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","09-12-2025 21:00:00",25.265194,87.012947,PM2.5,227,309,277
India,Bihar,"Bihar Sharif","D M Colony, Bihar Sharif - BSPCB","09-12-2025 21:00:00",25.204762,85.514960,CO,3,57,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","09-12-2025 21:00:00",25.567520,83.966379,NH3,3,3,3
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","09-12-2025 21:00:00",14.465052,78.824187,PM2.5,36,128,76
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","09-12-2025 21:00:00",14.465052,78.824187,PM10,33,112,73
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","09-12-2025 21:00:00",13.67,79.35,NH3,1,1,1
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","09-12-2025 21:00:00",13.615387,79.409230,PM10,55,71,62
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","09-12-2025 21:00:00",13.615387,79.409230,NH3,3,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","09-12-2025 21:00:00",26.446912,91.439057,PM2.5,40,173,151
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","09-12-2025 21:00:00",26.446912,91.439057,SO2,4,9,8
India,Assam,Silchar,"Tarapur, Silchar - PCBA","09-12-2025 21:00:00",24.82827,92.79525,NO2,19,25,23
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","09-12-2025 21:00:00",26.987634,94.636574,NH3,4,26,11
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA","09-12-2025 21:00:00",26.987634,94.636574,OZONE,4,75,39
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","09-12-2025 21:00:00",25.7808257,84.7446768,SO2,20,23,21
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","09-12-2025 21:00:00",24.7955,84.9994,NO2,9,9,9
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","09-12-2025 21:00:00",24.7955,84.9994,OZONE,19,21,19
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","09-12-2025 21:00:00",24.792403,84.992416,PM2.5,92,305,200
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","09-12-2025 21:00:00",24.792403,84.992416,NO2,3,8,5
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","09-12-2025 21:00:00",25.892357,86.590325,NO2,3,10,7
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","09-12-2025 21:00:00",25.892357,86.590325,OZONE,9,11,10
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","09-12-2025 21:00:00",25.859655,85.77944,PM10,51,169,86
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","09-12-2025 21:00:00",25.859655,85.77944,OZONE,8,8,8
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","09-12-2025 21:00:00",24.952822,84.002396,SO2,4,6,5
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","09-12-2025 21:00:00",24.952822,84.002396,CO,48,129,60
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","09-12-2025 21:00:00",26.2271665,84.3570427,NH3,1,1,1
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","09-12-2025 21:00:00",26.2271665,84.3570427,SO2,3,3,3
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB","09-12-2025 21:00:00",26.2271665,84.3570427,CO,26,30,28
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","09-12-2025 21:00:00",30.735567,76.775714,PM2.5,90,308,167
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","09-12-2025 21:00:00",30.735567,76.775714,PM10,70,155,107
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","09-12-2025 21:00:00",30.735567,76.775714,NH3,11,17,15
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","09-12-2025 21:00:00",30.751462,76.762879,CO,40,55,49
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","09-12-2025 21:00:00",30.751462,76.762879,OZONE,9,80,72
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","09-12-2025 21:00:00",30.719859,76.738637,PM2.5,88,305,144
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","09-12-2025 21:00:00",30.719859,76.738637,OZONE,8,84,60
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","09-12-2025 21:00:00",21.194815,81.314770,PM2.5,12,44,29
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","09-12-2025 21:00:00",21.185571,81.343175,NO2,16,219,80
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","09-12-2025 21:00:00",26.1209,85.3647,PM2.5,95,147,132
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","09-12-2025 21:00:00",26.1209,85.3647,CO,8,52,33
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","09-12-2025 21:00:00",25.592539,85.227158,OZONE,9,12,11
India,Bihar,Patna,"Muradpur, Patna - BSPCB","09-12-2025 21:00:00",25.619651,85.147382,PM2.5,132,239,198
India,Bihar,Patna,"Muradpur, Patna - BSPCB","09-12-2025 21:00:00",25.619651,85.147382,PM10,123,189,149
India,Bihar,Patna,"Muradpur, Patna - BSPCB","09-12-2025 21:00:00",25.619651,85.147382,NH3,4,5,5
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","09-12-2025 21:00:00",21.224231,81.408350,PM10,35,167,90
India,Chhattisgarh,Bhilai,"Hathkhoj, Bhilai - CECB","09-12-2025 21:00:00",21.224231,81.408350,OZONE,1,16,11
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","09-12-2025 21:00:00",22.08815,82.13737,NO2,18,71,29
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC","09-12-2025 21:00:00",22.08815,82.13737,SO2,1,34,15
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB","09-12-2025 21:00:00",22.118125,83.140608,PM2.5,33,90,56
India,Delhi,Delhi,"Alipur, Delhi - DPCC","09-12-2025 21:00:00",28.815329,77.153010,CO,45,104,62
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","09-12-2025 21:00:00",28.647622,77.3158090,PM10,141,416,239
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","09-12-2025 21:00:00",28.647622,77.3158090,NO2,48,174,113
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD","09-12-2025 21:00:00",28.4706914,77.1099364,PM10,133,263,194
India,Delhi,Delhi,"Bawana, Delhi - DPCC","09-12-2025 21:00:00",28.776200,77.051074,PM10,127,404,235
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","09-12-2025 21:00:00",25.599486,85.113666,SO2,7,9,8
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","09-12-2025 21:00:00",25.366336,87.117468,NO2,5,6,6
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","09-12-2025 21:00:00",25.03280,85.41948,SO2,19,23,21
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB","09-12-2025 21:00:00",25.03280,85.41948,CO,80,99,88
India,Bihar,Munger,"Town Hall, Munger - BSPCB","09-12-2025 21:00:00",25.376776,86.471523,NO2,4,5,5
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","09-12-2025 21:00:00",26.1403345,85.3650192,NH3,1,2,1
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","09-12-2025 21:00:00",26.1403345,85.3650192,OZONE,6,70,52
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","09-12-2025 21:00:00",21.219665,81.630094,PM10,38,142,100
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","09-12-2025 21:00:00",21.237755,81.705301,PM10,47,151,82
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","09-12-2025 21:00:00",21.237755,81.705301,NH3,2,2,2
